"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"1889","Clayton Kershaw",622110,"FF|FF","In play, out(s)","69.9","-25.04"
"1890","Clayton Kershaw",474832,"NULL","Ball","null","null"
"1891","Clayton Kershaw",474832,"FF|FF","Swinging Strike","null","null"
"1892","Clayton Kershaw",474832,"FF|FF","Foul","null","null"
"1893","Clayton Kershaw",474832,"FF|CU","Called Strike","null","null"
"1894","Clayton Kershaw",605509,"NULL","Foul","null","null"
"1895","Clayton Kershaw",605509,"FF|SL","Ball","null","null"
"1896","Clayton Kershaw",605509,"SL|SL","In play, out(s)","88.9","37.66"
"1897","Clayton Kershaw",452655,"NULL","Ball","null","null"
"1898","Clayton Kershaw",452655,"FF|SL","In play, out(s)","79.9","25.47"
"1899","Clayton Kershaw",457763,"NULL","In play, no out","98.3","8.37"
"1900","Clayton Kershaw",452254,"NULL","Called Strike","null","null"
"1901","Clayton Kershaw",452254,"FF|SL","Called Strike","null","null"
"1902","Clayton Kershaw",452254,"SL|FF","Ball","null","null"
"1903","Clayton Kershaw",452254,"FF|CU","Ball In Dirt","null","null"
"1904","Clayton Kershaw",452254,"CU|SL","Swinging Strike (Blocked)","null","null"
"1905","Clayton Kershaw",622110,"NULL","Ball","null","null"
"1906","Clayton Kershaw",622110,"FF|SL","Ball","null","null"
"1907","Clayton Kershaw",622110,"SL|SL","Called Strike","null","null"
"1908","Clayton Kershaw",622110,"SL|FF","In play, out(s)","90.5","-30.19"
"1909","Clayton Kershaw",474832,"NULL","Ball","null","null"
"1910","Clayton Kershaw",474832,"FF|SL","Foul","null","null"
"1911","Clayton Kershaw",474832,"SL|SL","In play, out(s)","75","7.11"
"1912","Clayton Kershaw",605509,"NULL","Ball","null","null"
"1913","Clayton Kershaw",605509,"SL|FF","Foul","null","null"
"1914","Clayton Kershaw",605509,"FF|FF","In play, out(s)","90.3","36.48"
"1915","Clayton Kershaw",518516,"NULL","Ball","null","null"
"1916","Clayton Kershaw",518516,"FF|SL","Swinging Strike","null","null"
"1917","Clayton Kershaw",518516,"SL|SL","Ball","null","null"
"1918","Clayton Kershaw",518516,"SL|SL","Swinging Strike","null","null"
"1919","Clayton Kershaw",518516,"SL|SL","Swinging Strike","null","null"
"1920","Clayton Kershaw",501303,"NULL","In play, run(s)","99.1","32.12"
"1921","Clayton Kershaw",434636,"NULL","Called Strike","null","null"
"1922","Clayton Kershaw",434636,"FF|FF","Called Strike","null","null"
"1923","Clayton Kershaw",434636,"FF|CU","Ball","null","null"
"1924","Clayton Kershaw",434636,"CU|CU","Ball","null","null"
"1925","Clayton Kershaw",434636,"CU|SL","Ball","null","null"
"1926","Clayton Kershaw",434636,"SL|SL","Swinging Strike (Blocked)","null","null"
"1927","Clayton Kershaw",457763,"NULL","Ball","null","null"
"1928","Clayton Kershaw",457763,"CU|SL","Called Strike","null","null"
"1929","Clayton Kershaw",457763,"SL|FF","In play, out(s)","91.3","56.24"
"1930","Clayton Kershaw",452254,"NULL","Ball","null","null"
"1931","Clayton Kershaw",452254,"SL|FF","Foul Tip","null","null"
"1932","Clayton Kershaw",452254,"FF|FF","Called Strike","null","null"
"1933","Clayton Kershaw",452254,"FF|SL","In play, out(s)","92.5","37.94"
"1934","Clayton Kershaw",622110,"NULL","Ball","null","null"
"1935","Clayton Kershaw",622110,"FF|SL","In play, out(s)","96.7","35.06"
"1936","Clayton Kershaw",474832,"NULL","In play, out(s)","102.1","32.88"
"1937","Clayton Kershaw",605509,"NULL","Ball","null","null"
"1938","Clayton Kershaw",605509,"FF|FF","Foul Tip","null","null"
"1939","Clayton Kershaw",605509,"FF|SL","Ball","null","null"
"1940","Clayton Kershaw",605509,"SL|FF","Called Strike","null","null"
"1941","Clayton Kershaw",605509,"FF|SL","Swinging Strike","null","null"
"1942","Clayton Kershaw",453923,"NULL","Foul","null","null"
"1943","Clayton Kershaw",453923,"FF|FF","Called Strike","null","null"
"1944","Clayton Kershaw",453923,"FF|FF","In play, out(s)","94.8","20.4"
"1945","Clayton Kershaw",501303,"NULL","Missed Bunt","null","null"
"1946","Clayton Kershaw",501303,"SL|SL","Ball","null","null"
"1947","Clayton Kershaw",501303,"SL|FF","In play, out(s)","80.4","36.54"
"1948","Clayton Kershaw",452655,"NULL","Called Strike","null","null"
"1949","Clayton Kershaw",452655,"SL|FF","Foul","null","null"
"1950","Clayton Kershaw",452655,"FF|SL","In play, out(s)","83.6","21"
"1951","Clayton Kershaw",501303,"NULL","Foul","null","null"
"1952","Clayton Kershaw",501303,"FF|CU","Ball","null","null"
"1953","Clayton Kershaw",501303,"CU|FF","Called Strike","null","null"
"1954","Clayton Kershaw",501303,"FF|SL","In play, out(s)","64.7","-43.94"
"1955","Clayton Kershaw",434636,"NULL","Swinging Strike","null","null"
"1956","Clayton Kershaw",434636,"SL|CU","Ball","null","null"
"1957","Clayton Kershaw",434636,"CU|CU","Ball","null","null"
"1958","Clayton Kershaw",434636,"CU|FF","Foul","null","null"
"1959","Clayton Kershaw",434636,"FF|FF","In play, out(s)","54.2","20.03"
"1960","Clayton Kershaw",452655,"NULL","Ball","null","null"
"1961","Clayton Kershaw",452655,"FF|FF","Called Strike","null","null"
"1962","Clayton Kershaw",452655,"FF|SL","In play, out(s)","92.4","-12.7"
"1963","Clayton Kershaw",434636,"NULL","In play, out(s)","101","13.35"
"1964","Clayton Kershaw",518516,"NULL","Foul","null","null"
"1965","Clayton Kershaw",518516,"FF|SL","Ball","null","null"
"1966","Clayton Kershaw",518516,"SL|FF","In play, run(s)","102","28.5"
"1967","Clayton Kershaw",445055,"NULL","Swinging Strike","null","null"
"1968","Clayton Kershaw",445055,"FF|CU","Ball","null","null"
"1969","Clayton Kershaw",445055,"CU|FF","Swinging Strike","null","null"
"1970","Clayton Kershaw",445055,"FF|FF","Called Strike","null","null"
"1971","Clayton Kershaw",445055,"FF|FF","Ball","null","null"
"1972","Clayton Kershaw",445055,"FF|FF","Ball","null","null"
"1973","Clayton Kershaw",519083,"NULL","Ball","null","null"
"1974","Clayton Kershaw",519083,"CU|FF","Ball","null","null"
"1975","Clayton Kershaw",519083,"FF|FF","Called Strike","null","null"
"1976","Clayton Kershaw",519083,"FF|CH","In play, out(s)","92","44.05"
"1977","Clayton Kershaw",445055,"NULL","Called Strike","null","null"
"1978","Clayton Kershaw",445055,"FF|FF","Called Strike","null","null"
"1979","Clayton Kershaw",445055,"FF|CU","In play, out(s)","70.8","-9.62"
"1980","Clayton Kershaw",445055,"CU|FF","Ball","null","null"
"1981","Clayton Kershaw",605486,"NULL","Ball","null","null"
"1982","Clayton Kershaw",605486,"CU|FF","Called Strike","null","null"
"1983","Clayton Kershaw",605486,"FF|FF","Swinging Strike","null","null"
"1984","Clayton Kershaw",605486,"FF|SL","In play, out(s)","70","-6.62"
"1985","Clayton Kershaw",425834,"NULL","In play, out(s)","73.7","14.37"
"1986","Clayton Kershaw",425834,"CH|FF","Foul","null","null"
"1987","Clayton Kershaw",461314,"NULL","In play, out(s)","82.8","-11.71"
"1988","Clayton Kershaw",461314,"FF|SL","Ball","null","null"
"1989","Clayton Kershaw",571976,"NULL","Foul","null","null"
"1990","Clayton Kershaw",571976,"FF|CH","Ball","null","null"
"1991","Clayton Kershaw",571976,"CH|SL","Swinging Strike","null","null"
"1992","Clayton Kershaw",571976,"SL|FF","Called Strike","null","null"
"1993","Clayton Kershaw",571976,"FF|SL","Swinging Strike","null","null"
"1994","Clayton Kershaw",571976,"SL|SL","Ball","null","null"
"1995","Clayton Kershaw",571976,"SL|CU","Ball","null","null"
"1996","Clayton Kershaw",493351,"NULL","In play, out(s)","77.4","-10.8"
"1997","Clayton Kershaw",500208,"NULL","Ball","null","null"
"1998","Clayton Kershaw",500208,"FF|CH","Called Strike","null","null"
"1999","Clayton Kershaw",500208,"CH|FF","Ball","null","null"
"2000","Clayton Kershaw",500208,"FF|FF","Ball","null","null"
"2001","Clayton Kershaw",500208,"FF|SL","Ball","null","null"
"2002","Clayton Kershaw",475115,"NULL","Ball","null","null"
"2003","Clayton Kershaw",475115,"FF|FF","Swinging Strike","null","null"
"2004","Clayton Kershaw",475115,"FF|FF","Ball","null","null"
"2005","Clayton Kershaw",475115,"FF|FF","Called Strike","null","null"
"2006","Clayton Kershaw",475115,"FF|FF","Called Strike","null","null"
"2007","Clayton Kershaw",445055,"NULL","Ball","null","null"
"2008","Clayton Kershaw",445055,"CU|SL","Ball","null","null"
"2009","Clayton Kershaw",445055,"SL|FF","Called Strike","null","null"
"2010","Clayton Kershaw",445055,"FF|FF","In play, no out","88.4","16.94"
"2011","Clayton Kershaw",445055,"FF|FF","Called Strike","null","null"
"2012","Clayton Kershaw",445055,"FF|SL","Ball","null","null"
"2013","Clayton Kershaw",519083,"NULL","In play, out(s)","80.3","25.4"
"2014","Clayton Kershaw",461314,"NULL","Called Strike","null","null"
"2015","Clayton Kershaw",461314,"CU|SL","Swinging Strike","null","null"
"2016","Clayton Kershaw",461314,"SL|FF","Called Strike","null","null"
"2017","Clayton Kershaw",461314,"FF|SL","Ball","null","null"
"2018","Clayton Kershaw",571976,"NULL","Ball","null","null"
"2019","Clayton Kershaw",571976,"FF|FF","In play, out(s)","79.6","32.31"
"2020","Clayton Kershaw",571976,"FF|SL","Called Strike","null","null"
"2021","Clayton Kershaw",571976,"SL|SL","Ball","null","null"
"2022","Clayton Kershaw",493351,"NULL","Called Strike","null","null"
"2023","Clayton Kershaw",493351,"CU|CU","Ball","null","null"
"2024","Clayton Kershaw",493351,"CU|FF","Called Strike","null","null"
"2025","Clayton Kershaw",493351,"FF|FF","Called Strike","null","null"
"2026","Clayton Kershaw",500208,"NULL","Ball","null","null"
"2027","Clayton Kershaw",500208,"CU|SL","In play, out(s)","96.5","7.49"
"2028","Clayton Kershaw",500208,"SL|FF","Called Strike","null","null"
"2029","Clayton Kershaw",425834,"NULL","Ball","null","null"
"2030","Clayton Kershaw",425834,"FF|CU","Ball","null","null"
"2031","Clayton Kershaw",425834,"CU|SL","Swinging Strike","null","null"
"2032","Clayton Kershaw",425834,"SL|FF","Swinging Strike","null","null"
"2033","Clayton Kershaw",425834,"FF|FF","Foul","null","null"
"2034","Clayton Kershaw",425834,"FF|CU","Foul","null","null"
"2035","Clayton Kershaw",425834,"CU|SL","Foul","null","null"
"2036","Clayton Kershaw",605486,"NULL","Ball","null","null"
"2037","Clayton Kershaw",605486,"FF|FF","Ball","null","null"
"2038","Clayton Kershaw",605486,"FF|FF","Swinging Strike","null","null"
"2039","Clayton Kershaw",605486,"FF|FF","Ball","null","null"
"2040","Clayton Kershaw",605486,"FF|FF","Foul","null","null"
"2041","Clayton Kershaw",605486,"FF|FF","Swinging Strike","null","null"
"2042","Clayton Kershaw",489267,"NULL","Called Strike","null","null"
"2043","Clayton Kershaw",489267,"FF|FF","Called Strike","null","null"
"2044","Clayton Kershaw",489267,"FF|FF","In play, out(s)","70.3","-44.55"
"2045","Clayton Kershaw",519083,"NULL","Called Strike","null","null"
"2046","Clayton Kershaw",519083,"CU|SL","Ball","null","null"
"2047","Clayton Kershaw",519083,"SL|SL","Ball","null","null"
"2048","Clayton Kershaw",519083,"SL|FF","Called Strike","null","null"
"2049","Clayton Kershaw",519083,"FF|FF","In play, out(s)","87.3","44.82"
"2050","Clayton Kershaw",461314,"NULL","Foul","null","-20.71"
"2051","Clayton Kershaw",461314,"SL|FF","Called Strike","null","null"
"2052","Clayton Kershaw",461314,"FF|FF","Called Strike","null","null"
"2053","Clayton Kershaw",461314,"FF|CU","Ball","null","null"
"2054","Clayton Kershaw",571976,"NULL","Called Strike","null","null"
"2055","Clayton Kershaw",571976,"CU|FF","Ball","null","null"
"2056","Clayton Kershaw",571976,"FF|FF","Called Strike","null","null"
"2057","Clayton Kershaw",571976,"FF|SL","In play, out(s)","101.4","35.75"
"2058","Clayton Kershaw",493351,"NULL","Swinging Strike","null","null"
"2059","Clayton Kershaw",493351,"CH|CU","Foul","null","81.51"
"2060","Clayton Kershaw",493351,"CU|CU","Swinging Strike","null","null"
"2061","Clayton Kershaw",493351,"CU|FF","Called Strike","null","null"
"2062","Clayton Kershaw",493351,"FF|CH","Ball","null","null"
