"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"2157","Tyler Chatwood",592662,"FT|CU","In play, out(s)","null","null"
"2159","Tyler Chatwood",592662,"FT|FT","Foul","null","null"
"2161","Tyler Chatwood",592662,"FT|FT","Foul","null","null"
"2165","Tyler Chatwood",630111,"FC|CU","In play, out(s)","null","null"
"2166","Tyler Chatwood",630111,"CU|FC","Called Strike","null","null"
"2167","Tyler Chatwood",630111,"FC|FC","Foul","null","null"
"2170","Tyler Chatwood",608369,"FC|FF","Foul","null","null"
"2176","Tyler Chatwood",624577,"FF|FF","Missed Bunt","null","null"
"2177","Tyler Chatwood",624577,"FF|FT","Swinging Strike","null","null"
"2178","Tyler Chatwood",624577,"FT|FF","Swinging Strike","null","null"
"2180","Tyler Chatwood",408236,"FC|FF","Swinging Strike","null","null"
"2181","Tyler Chatwood",408236,"FF|FF","Called Strike","null","null"
"2186","Tyler Chatwood",435062,"FC|FC","In play, no out","103.1","-13.55"
"2188","Tyler Chatwood",571771,"FT|FF","Foul","null","null"
"2189","Tyler Chatwood",571771,"FF|FC","Foul (Runner Going)","null","-28.18"
"2190","Tyler Chatwood",571771,"FC|FF","Foul (Runner Going)","null","42.22"
"2192","Tyler Chatwood",571771,"FC|FC","Swinging Strike (Blocked)","null","null"
"2193","Tyler Chatwood",571771,"FC|FC","Swinging Strike","null","null"
"2199","Tyler Chatwood",454560,"FF|FF","Called Strike","null","null"
"2200","Tyler Chatwood",454560,"FF|CH","In play, out(s)","70.7","-23.74"
"2203","Tyler Chatwood",628317,"FF|FF","Foul","null","null"
"2204","Tyler Chatwood",628317,"FF|FC","Foul","null","null"
"2205","Tyler Chatwood",628317,"FC|FF","Swinging Strike","null","null"
"2210","Tyler Chatwood",400284,"CH|FF","Foul","null","-21.82"
"2211","Tyler Chatwood",400284,"FF|CH","In play, no out","86.1","14.66"
"2214","Tyler Chatwood",608369,"FF|FF","In play, out(s)","94.8","30.38"
"2215","Tyler Chatwood",608369,"FF|FF","Foul","null","73.91"
"2219","Tyler Chatwood",400284,"FT|FF","Called Strike","null","null"
"2221","Tyler Chatwood",400284,"FT|FF","Called Strike","null","null"
"2222","Tyler Chatwood",400284,"FF|FF","In play, out(s)","84.1","-14.11"
"2224","Tyler Chatwood",408236,"FF|FF","Foul","null","null"
"2227","Tyler Chatwood",408236,"FT|FF","Swinging Strike","null","null"
"2228","Tyler Chatwood",408236,"FF|FF","In play, run(s)","80.4","-50.02"
"2231","Tyler Chatwood",571771,"FT|FF","In play, out(s)","118.1","-12.64"
"2233","Tyler Chatwood",592626,"FF|FT","Swinging Strike","null","null"
"2236","Tyler Chatwood",592626,"FF|FF","Called Strike","null","null"
"2237","Tyler Chatwood",592626,"FF|FF","In play, no out","98.4","-13.87"
"2239","Tyler Chatwood",454560,"FC|FT","Called Strike","null","null"
"2241","Tyler Chatwood",454560,"FF|FT","Foul (Runner Going)","null","47.26"
"2244","Tyler Chatwood",454560,"FT|FT","In play, run(s)","104.6","23.95"
"2246","Tyler Chatwood",628317,"CU|FC","Swinging Strike (Blocked)","null","null"
"2247","Tyler Chatwood",628317,"FC|FF","Called Strike","null","null"
"2248","Tyler Chatwood",628317,"FF|FF","Foul","null","null"
"2250","Tyler Chatwood",400284,"FF|FT","Foul","null","null"
"2252","Tyler Chatwood",400284,"FC|FT","In play, out(s)","51.9","-66.38"
"2253","Tyler Chatwood",400284,"FT|CU","Called Strike","null","null"
"2257","Tyler Chatwood",435062,"FC|FF","In play, out(s)","76.3","-23.07"
"2259","Tyler Chatwood",624577,"FT|FC","In play, no out","90.1","13.84"
"2260","Tyler Chatwood",624577,"FC|FF","Foul","null","null"
"2266","Tyler Chatwood",518792,"SL|FF","Foul","null","null"
"2267","Tyler Chatwood",518792,"FF|FF","Swinging Strike","null","null"
"2269","Tyler Chatwood",518792,"FT|FF","Called Strike","null","null"
"2271","Tyler Chatwood",518792,"FT|FF","Foul","null","null"
"2275","Tyler Chatwood",519203,"CH|CH","Called Strike","null","null"
"2278","Tyler Chatwood",592178,"FT|FT","In play, out(s)","64.2","65.06"
"2279","Tyler Chatwood",592178,"FT|FF","Foul","null","null"
"2282","Tyler Chatwood",595879,"FT|SL","Foul","null","null"
"2284","Tyler Chatwood",595879,"FF|CH","Foul","null","null"
"2286","Tyler Chatwood",595879,"CH|FT","Swinging Strike","null","null"
"2288","Tyler Chatwood",424325,"SL|FT","Foul","null","null"
"2289","Tyler Chatwood",424325,"FT|FT","Called Strike","null","null"
"2293","Tyler Chatwood",452657,"FT|FT","Swinging Strike","null","null"
"2296","Tyler Chatwood",452657,"FT|FF","Swinging Strike","null","null"
"2297","Tyler Chatwood",452657,"FF|FF","Called Strike","null","null"
"2299","Tyler Chatwood",451594,"FF|FF","Foul","null","null"
"2300","Tyler Chatwood",451594,"FF|CH","Called Strike","null","null"
"2304","Tyler Chatwood",450314,"FF|CU","Called Strike","null","null"
"2308","Tyler Chatwood",592178,"FF|FF","Foul","null","null"
"2309","Tyler Chatwood",592178,"FF|CH","Swinging Strike","null","null"
"2310","Tyler Chatwood",592178,"CH|FF","Called Strike","null","null"
"2311","Tyler Chatwood",592178,"FF|FT","Foul","null","null"
"2314","Tyler Chatwood",624585,"SL|CH","Called Strike","null","null"
"2316","Tyler Chatwood",624585,"CH|CH","Called Strike","null","null"
"2321","Tyler Chatwood",595879,"CH|FT","Foul","null","null"
"2322","Tyler Chatwood",595879,"FT|SL","In play, no out","109.2","9.49"
"2324","Tyler Chatwood",595879,"FF|CH","Foul","null","null"
"2325","Tyler Chatwood",595879,"CH|CU","Foul","null","null"
"2330","Tyler Chatwood",452657,"FT|FF","In play, no out","109.9","17.88"
"2332","Tyler Chatwood",451594,"FF|CH","Foul","null","null"
"2335","Tyler Chatwood",451594,"FF|FF","In play, out(s)","76.3","51.04"
"2337","Tyler Chatwood",518792,"CH|FF","Called Strike","null","null"
"2339","Tyler Chatwood",518792,"FF|FF","Called Strike","null","null"
"2340","Tyler Chatwood",518792,"FF|FF","Swinging Strike","null","null"
"2342","Tyler Chatwood",519203,"FF|FF","In play, out(s)","79.2","53.41"
"2343","Tyler Chatwood",519203,"FF|FF","Called Strike","null","null"
"2344","Tyler Chatwood",519203,"FF|FF","Foul","null","null"
"2345","Tyler Chatwood",519203,"FF|FF","Foul","null","null"
"2347","Tyler Chatwood",592178,"FT|FT","Foul","null","null"
"2348","Tyler Chatwood",592178,"FT|CH","In play, out(s)","83.1","-2.13"
"2349","Tyler Chatwood",592178,"CH|FF","Foul","null","null"
"2352","Tyler Chatwood",518792,"CH|FT","Called Strike","null","null"
"2354","Tyler Chatwood",624585,"FT|CH","In play, out(s)","null","null"
"2355","Tyler Chatwood",624585,"CH|CH","Called Strike","null","null"
"2357","Tyler Chatwood",450314,"FF|FF","Foul","null","null"
"2359","Tyler Chatwood",450314,"FF|CH","Foul","null","null"
"2360","Tyler Chatwood",450314,"CH|CH","Called Strike","null","null"
"2362","Tyler Chatwood",450314,"CH|FT","In play, out(s)","94.3","29.14"
"2364","Tyler Chatwood",452655,"CH|FF","Foul","null","null"
"2365","Tyler Chatwood",452655,"FF|FF","In play, out(s)","78","-11.35"
"2366","Tyler Chatwood",452655,"FF|FF","Called Strike","null","null"
"2369","Tyler Chatwood",605412,"FF|FT","Swinging Strike","null","null"
"2372","Tyler Chatwood",605412,"FT|FF","Foul","null","null"
"2374","Tyler Chatwood",452254,"FF|FT","In play, out(s)","76.6","-22.27"
"2378","Tyler Chatwood",622110,"FF|FF","Called Strike","null","null"
"2381","Tyler Chatwood",543063,"FF|FT","Called Strike","null","null"
"2383","Tyler Chatwood",434636,"FF|FF","In play, no out","90.7","2.44"
"2384","Tyler Chatwood",434636,"FF|FF","Called Strike","null","null"
"2388","Tyler Chatwood",623143,"SL|FT","Foul","null","null"
"2389","Tyler Chatwood",623143,"FT|FT","In play, out(s)","78.6","-22.92"
"2390","Tyler Chatwood",623143,"FT|FT","Called Strike","null","null"
"2394","Tyler Chatwood",502188,"FF|FF","In play, out(s)","96.4","36.01"
"2398","Tyler Chatwood",452254,"FT|SL","In play, run(s)","102.7","9.49"
"2399","Tyler Chatwood",452254,"SL|FF","Called Strike","null","null"
"2402","Tyler Chatwood",474832,"CU|FF","In play, out(s)","80.7","18.58"
"2410","Tyler Chatwood",434636,"FF|CU","Foul","null","null"
"2411","Tyler Chatwood",434636,"CU|CU","In play, no out","65.8","22.32"
"2412","Tyler Chatwood",434636,"CU|FF","Foul","null","null"
"2414","Tyler Chatwood",623143,"FT|SL","Swinging Strike","null","null"
"2415","Tyler Chatwood",623143,"SL|FF","Foul","null","null"
"2416","Tyler Chatwood",623143,"FF|FF","Foul","null","null"
"2418","Tyler Chatwood",502188,"SL|SL","In play, out(s)","92.7","40.86"
"2419","Tyler Chatwood",502188,"SL|FT","Called Strike","null","null"
"2420","Tyler Chatwood",502188,"FT|FF","Foul","null","null"
"2422","Tyler Chatwood",452655,"CU|CU","Called Strike","null","null"
"2425","Tyler Chatwood",605412,"CH|FT","Called Strike","null","null"
"2427","Tyler Chatwood",605412,"CH|FF","In play, no out","93.4","-9.29"
"2429","Tyler Chatwood",452254,"FF|FF","Foul","null","null"
"2430","Tyler Chatwood",452254,"FF|FF","Foul","null","null"
"2431","Tyler Chatwood",452254,"FF|FT","Foul","null","null"
"2432","Tyler Chatwood",452254,"FT|FT","In play, run(s)","105","29.1"
"2433","Tyler Chatwood",452254,"FT|FT","Swinging Strike","null","null"
"2439","Tyler Chatwood",543063,"FF|FF","Foul","null","null"
"2441","Tyler Chatwood",434636,"FT|FF","Foul","null","null"
"2442","Tyler Chatwood",434636,"FF|FT","Called Strike","null","null"
"2444","Tyler Chatwood",434636,"FF|FF","Called Strike","null","null"
"2445","Tyler Chatwood",434636,"FF|CH","Foul","null","null"
"2446","Tyler Chatwood",434636,"CH|FT","Foul","null","null"
"2447","Tyler Chatwood",434636,"FT|FF","In play, out(s)","96.1","-32.35"
"2450","Tyler Chatwood",502188,"FF|FF","Foul","null","null"
"2454","Tyler Chatwood",452655,"CH|FF","In play, out(s)","99.6","-7.27"
"2456","Tyler Chatwood",474832,"FT|FF","In play, out(s)","42.4","-22.89"
"2459","Tyler Chatwood",516416,"FT|CH","Foul","null","44.72"
"2460","Tyler Chatwood",516416,"CH|FT","Foul","null","null"
"2461","Tyler Chatwood",516416,"FT|FF","Called Strike","null","null"
"2462","Tyler Chatwood",516416,"FF|FF","Foul","null","null"
"2465","Tyler Chatwood",516416,"FT|CH","Foul","null","null"
"2468","Tyler Chatwood",502671,"FT|FF","Foul","null","null"
"2469","Tyler Chatwood",502671,"FF|FF","Swinging Strike","null","null"
"2473","Tyler Chatwood",571875,"FF|FF","Swinging Strike","null","null"
"2475","Tyler Chatwood",543302,"FT|FF","Foul","null","54.31"
"2476","Tyler Chatwood",543302,"FF|CU","Swinging Strike","null","null"
"2477","Tyler Chatwood",543302,"CU|FF","Called Strike","null","null"
"2481","Tyler Chatwood",502671,"FT|FT","Hit By Pitch","null","null"
"2482","Tyler Chatwood",502671,"FT|FT","Foul","null","61.03"
"2484","Tyler Chatwood",592273,"FF|CH","Called Strike","null","null"
"2485","Tyler Chatwood",592273,"CH|FT","In play, out(s)","85.8","-25.29"
"2488","Tyler Chatwood",543302,"FF|FF","In play, out(s)","84.2","4.22"
"2489","Tyler Chatwood",543302,"FF|FT","Called Strike","null","null"
"2492","Tyler Chatwood",571578,"FT|FT","Swinging Strike","null","null"
"2494","Tyler Chatwood",605113,"SL|FT","Swinging Strike","null","null"
"2495","Tyler Chatwood",605113,"FT|FT","In play, out(s)","82.5","44.59"
"2499","Tyler Chatwood",516416,"FT|FT","In play, no out","65.2","25.41"
"2501","Tyler Chatwood",572008,"FF|FT","In play, out(s)","96.8","45.7"
"2503","Tyler Chatwood",572008,"FT|PO","Pitchout","null","null"
"2505","Tyler Chatwood",571875,"FF|FF","In play, out(s)","86.9","-9.6"
"2506","Tyler Chatwood",571875,"FF|FF","Called Strike","null","null"
"2507","Tyler Chatwood",571875,"FF|FT","Foul","null","24.47"
"2510","Tyler Chatwood",543302,"FF|FT","In play, out(s)","102.9","21.93"
"2513","Tyler Chatwood",594838,"CH|FT","In play, no out","104.3","0.84"
"2516","Tyler Chatwood",516416,"FT|FT","Foul","null","null"
"2517","Tyler Chatwood",516416,"FT|CU","In play, no out","106.7","5.09"
"2518","Tyler Chatwood",516416,"CU|FT","Called Strike","null","null"
"2521","Tyler Chatwood",502671,"FF|CH","Called Strike","null","null"
"2524","Tyler Chatwood",592273,"FT|FT","In play, no out","null","null"
"2525","Tyler Chatwood",592273,"FT|FF","Called Strike","null","null"
"2526","Tyler Chatwood",592273,"FF|SL","Foul","null","null"
"2528","Tyler Chatwood",571578,"FF|FT","Called Strike","null","null"
"2529","Tyler Chatwood",571578,"FT|FF","In play, no out","null","null"
"2532","Tyler Chatwood",572008,"FT|CH","In play, run(s)","null","null"
"2536","Tyler Chatwood",444482,"FF|FF","In play, run(s)","76.1","0.12"
"2539","Tyler Chatwood",592273,"FF|FF","Foul","null","null"
"2541","Tyler Chatwood",592273,"CH|FF","Called Strike","null","null"
"2543","Tyler Chatwood",592273,"CH|FT","Foul","null","null"
"2544","Tyler Chatwood",592273,"FT|FT","In play, out(s)","80.8","11.17"
"2546","Tyler Chatwood",571875,"FF|FF","Called Strike","null","null"
