"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"339","Tyler Chatwood",608671,"FT|FT","Called Strike","null","null"
"340","Tyler Chatwood",608671,"FT|FF","Called Strike","null","null"
"341","Tyler Chatwood",608671,"FF|CU","Ball In Dirt","null","null"
"343","Tyler Chatwood",572114,"FF|FT","Called Strike","null","null"
"344","Tyler Chatwood",572114,"FT|FT","Swinging Strike","null","null"
"345","Tyler Chatwood",572114,"FT|FT","Ball","null","null"
"346","Tyler Chatwood",572114,"FT|FT","Called Strike","null","null"
"348","Tyler Chatwood",445055,"FF|FF","Foul","null","null"
"349","Tyler Chatwood",445055,"FF|FF","Ball","null","null"
"350","Tyler Chatwood",445055,"FF|FC","In play, out(s)","85.7","12"
"351","Tyler Chatwood",445055,"FC|FF","In play, out(s)","75.7","-38.48"
"353","Tyler Chatwood",516949,"FF|FT","In play, out(s)","82.4","6.08"
"354","Tyler Chatwood",516949,"FT|FT","Ball","null","null"
"356","Tyler Chatwood",500208,"FT|FF","Foul","null","null"
"357","Tyler Chatwood",500208,"FF|FF","In play, out(s)","98.6","5.22"
"359","Tyler Chatwood",571976,"FT|FT","Foul","null","null"
"360","Tyler Chatwood",571976,"FT|FT","Ball","null","null"
"361","Tyler Chatwood",571976,"FT|FT","Called Strike","null","null"
"362","Tyler Chatwood",571976,"FT|FC","In play, out(s)","90.6","-17.15"
"363","Tyler Chatwood",571976,"FC|FT","In play, out(s)","79.4","-43.13"
"365","Tyler Chatwood",572114,"FT|FT","Ball","null","null"
"366","Tyler Chatwood",572114,"FT|FT","Ball","null","null"
"367","Tyler Chatwood",572114,"FT|FF","In play, out(s)","95.1","53.57"
"369","Tyler Chatwood",596143,"FF|FF","Ball","null","null"
"370","Tyler Chatwood",596143,"FF|FF","Called Strike","null","null"
"371","Tyler Chatwood",596143,"FF|FF","Ball","null","null"
"372","Tyler Chatwood",596143,"FF|FF","In play, no out","98.5","25.17"
"374","Tyler Chatwood",543105,"FT|FF","Foul","null","null"
"375","Tyler Chatwood",543105,"FF|FF","In play, run(s)","105.1","25.95"
"376","Tyler Chatwood",543105,"FF|FT","Called Strike","null","null"
"377","Tyler Chatwood",543105,"FT|FF","Ball","null","null"
"378","Tyler Chatwood",543105,"FF|FT","Ball","null","null"
"380","Tyler Chatwood",571976,"FT|FF","Ball","null","null"
"381","Tyler Chatwood",571976,"FF|FT","Foul","null","null"
"383","Tyler Chatwood",516949,"FF|FT","Ball","null","null"
"384","Tyler Chatwood",516949,"FT|FF","Swinging Strike","null","null"
"385","Tyler Chatwood",516949,"FF|FT","In play, out(s)","97.9","53.38"
"387","Tyler Chatwood",543105,"FF|FT","In play, out(s)","94.4","48.39"
"388","Tyler Chatwood",543105,"FT|FT","Ball","null","null"
"390","Tyler Chatwood",500208,"FT|FT","Swinging Strike","null","null"
"392","Tyler Chatwood",596143,"FF|FT","Called Strike","null","null"
"393","Tyler Chatwood",596143,"FT|FF","Called Strike","null","null"
"394","Tyler Chatwood",596143,"FF|FF","Ball","null","null"
"395","Tyler Chatwood",596143,"FF|FT","Ball","null","null"
"396","Tyler Chatwood",596143,"FT|FF","In play, no out","96","4.92"
"398","Tyler Chatwood",572114,"FF|FF","In play, out(s)","89.5","22.52"
"399","Tyler Chatwood",572114,"FF|FF","Ball","null","null"
"401","Tyler Chatwood",445055,"FF|CU","Called Strike","null","null"
"403","Tyler Chatwood",640463,"FC|FC","In play, out(s)","null","null"
"404","Tyler Chatwood",640463,"FC|FF","Called Strike","null","null"
"405","Tyler Chatwood",640463,"FF|CH","Foul","null","null"
"407","Tyler Chatwood",594838,"FF|FT","In play, out(s)","null","null"
"409","Tyler Chatwood",572041,"FF|FT","In play, out(s)","null","null"
"410","Tyler Chatwood",572041,"FT|FF","Called Strike","null","null"
"411","Tyler Chatwood",572041,"FF|FT","Swinging Strike","null","null"
"413","Tyler Chatwood",502671,"FT|FF","Ball","null","null"
"414","Tyler Chatwood",502671,"FF|FF","Called Strike","null","null"
"416","Tyler Chatwood",456078,"FT|FC","Swinging Strike","null","null"
"417","Tyler Chatwood",456078,"FC|FF","Ball","null","null"
"418","Tyler Chatwood",456078,"FF|FT","In play, out(s)","null","null"
"419","Tyler Chatwood",456078,"FT|FT","Ball","null","null"
"420","Tyler Chatwood",456078,"FT|FT","Foul","null","null"
"421","Tyler Chatwood",456078,"FT|FT","Foul","null","null"
"423","Tyler Chatwood",630111,"FT|FC","Swinging Strike","null","null"
"424","Tyler Chatwood",630111,"FC|FT","Ball In Dirt","null","null"
"425","Tyler Chatwood",630111,"FT|FF","Swinging Strike","null","null"
"427","Tyler Chatwood",572008,"FF|FF","In play, run(s)","null","null"
"428","Tyler Chatwood",572008,"FF|FC","Ball","null","null"
"429","Tyler Chatwood",572008,"FC|FC","Swinging Strike","null","null"
"431","Tyler Chatwood",640463,"FF|FT","In play, out(s)","null","null"
"433","Tyler Chatwood",594838,"FC|FT","In play, no out","null","null"
"434","Tyler Chatwood",594838,"FT|FT","Ball","null","null"
"435","Tyler Chatwood",594838,"FT|FC","Called Strike","null","null"
"437","Tyler Chatwood",502671,"FT|FT","Ball","null","null"
"438","Tyler Chatwood",502671,"FT|FT","Ball","null","null"
"439","Tyler Chatwood",502671,"FT|FT","Ball","null","null"
"440","Tyler Chatwood",502671,"FT|FT","Ball","null","null"
"441","Tyler Chatwood",502671,"FT|FT","Foul","null","null"
"443","Tyler Chatwood",456078,"FC|FT","In play, run(s)","null","null"
"444","Tyler Chatwood",456078,"FT|FT","Called Strike","null","null"
"445","Tyler Chatwood",456078,"FT|FC","Ball","null","null"
"447","Tyler Chatwood",571875,"FF|FF","In play, run(s)","null","null"
"449","Tyler Chatwood",630111,"FC|FC","Swinging Strike","null","null"
"450","Tyler Chatwood",630111,"FC|FF","Called Strike","null","null"
"451","Tyler Chatwood",630111,"FF|FC","Ball","null","null"
"452","Tyler Chatwood",630111,"FC|FT","Swinging Strike","null","null"
"454","Tyler Chatwood",572008,"FC|FC","Foul","null","null"
"455","Tyler Chatwood",572008,"FC|CU","In play, no out","null","null"
"456","Tyler Chatwood",572008,"CU|CU","Ball","null","null"
"457","Tyler Chatwood",572008,"CU|FC","Foul","null","null"
"459","Tyler Chatwood",594838,"FF|CH","In play, out(s)","null","null"
"460","Tyler Chatwood",594838,"CH|FC","Called Strike","null","null"
"461","Tyler Chatwood",594838,"FC|FC","Swinging Strike","null","null"
"463","Tyler Chatwood",502671,"FC|FT","Swinging Strike","null","null"
"464","Tyler Chatwood",502671,"FT|FF","Swinging Strike","null","null"
"465","Tyler Chatwood",502671,"FF|CU","Called Strike","null","null"
"466","Tyler Chatwood",502671,"CU|FC","Ball","null","null"
"468","Tyler Chatwood",456078,"CU|FF","In play, out(s)","null","null"
"470","Tyler Chatwood",571875,"FF|FC","Ball","null","null"
"471","Tyler Chatwood",571875,"FC|FF","Ball","null","null"
"472","Tyler Chatwood",571875,"FF|FF","Swinging Strike","null","null"
"474","Tyler Chatwood",593647,"FF|FF","Ball","null","null"
"475","Tyler Chatwood",593647,"FF|FT","Ball In Dirt","null","null"
"476","Tyler Chatwood",593647,"FT|FF","Foul","null","null"
"477","Tyler Chatwood",593647,"FF|FF","In play, out(s)","null","null"
"478","Tyler Chatwood",593647,"FF|FF","Called Strike","null","null"
"479","Tyler Chatwood",593647,"FF|FF","Foul","null","null"
"481","Tyler Chatwood",572041,"FT|FT","In play, out(s)","null","null"
"482","Tyler Chatwood",572041,"FT|FC","In play, no out","null","null"
"483","Tyler Chatwood",572041,"FC|FC","Called Strike","null","null"
"484","Tyler Chatwood",572041,"FC|FC","Ball","null","null"
"486","Tyler Chatwood",571875,"FT|FF","Called Strike","null","null"
"487","Tyler Chatwood",571875,"FF|FF","Ball","null","null"
"489","Tyler Chatwood",514917,"FF|FT","Ball","null","null"
"490","Tyler Chatwood",514917,"FT|FC","Called Strike","null","null"
"491","Tyler Chatwood",514917,"FC|FT","Called Strike","null","null"
"493","Tyler Chatwood",571437,"FT|FT","Ball","null","null"
"494","Tyler Chatwood",571437,"FT|FT","Ball","null","null"
"495","Tyler Chatwood",571437,"FT|FT","Foul","null","null"
"496","Tyler Chatwood",571437,"FT|CH","Swinging Strike","null","null"
"498","Tyler Chatwood",520471,"FT|FT","Ball","null","null"
"499","Tyler Chatwood",520471,"FT|FT","Ball","null","null"
"500","Tyler Chatwood",520471,"FT|FT","Called Strike","null","null"
"501","Tyler Chatwood",520471,"FT|FT","Ball In Dirt","null","null"
"503","Tyler Chatwood",429667,"FT|null","Intent Ball","null","null"
"504","Tyler Chatwood",429667,"null|null","Intent Ball","null","null"
"505","Tyler Chatwood",429667,"null|FT","Ball","null","null"
"507","Tyler Chatwood",546318,"FT|FT","Called Strike","null","null"
"508","Tyler Chatwood",546318,"FT|FT","Called Strike","null","null"
"510","Tyler Chatwood",514917,"FT|FT","Called Strike","null","null"
"511","Tyler Chatwood",514917,"FT|FF","Ball","null","null"
"512","Tyler Chatwood",514917,"FF|FT","Ball","null","null"
"513","Tyler Chatwood",514917,"FT|FT","Ball","null","null"
"515","Tyler Chatwood",571437,"FT|CH","Ball","null","null"
"516","Tyler Chatwood",571437,"CH|FT","Ball","null","null"
"517","Tyler Chatwood",571437,"FT|FT","Foul","null","null"
"518","Tyler Chatwood",571437,"FT|FF","Ball","null","null"
"519","Tyler Chatwood",571437,"FF|FF","Swinging Strike","null","null"
"521","Tyler Chatwood",596748,"FT|FT","Ball","null","null"
"522","Tyler Chatwood",596748,"FT|FT","Ball","null","null"
"523","Tyler Chatwood",596748,"FT|FT","Ball","null","null"
"524","Tyler Chatwood",596748,"FT|FF","Ball In Dirt","null","null"
"526","Tyler Chatwood",519237,"FT|FT","Ball","null","null"
"527","Tyler Chatwood",519237,"FT|FT","Ball","null","null"
"528","Tyler Chatwood",519237,"FT|FT","Ball","null","null"
"530","Tyler Chatwood",596748,"FT|FT","In play, out(s)","null","null"
"531","Tyler Chatwood",596748,"FT|FT","Foul","null","null"
"532","Tyler Chatwood",596748,"FT|FT","Ball","null","null"
"534","Tyler Chatwood",571437,"FT|FT","In play, no out","null","null"
"535","Tyler Chatwood",571437,"FT|FT","Called Strike","null","null"
"536","Tyler Chatwood",571437,"FT|FT","Ball","null","null"
"538","Tyler Chatwood",519237,"FT|FT","Ball","null","null"
"539","Tyler Chatwood",519237,"FT|FT","In play, run(s)","98.9","-6.22"
"541","Tyler Chatwood",605894,"FT|FT","In play, out(s)","null","null"
"543","Tyler Chatwood",514917,"FT|FT","In play, out(s)","99","-12.07"
"544","Tyler Chatwood",514917,"FT|FT","Ball","null","null"
"547","Tyler Chatwood",520471,"FT|FT","Ball","null","null"
"548","Tyler Chatwood",520471,"FT|FT","In play, run(s)","null","null"
"549","Tyler Chatwood",520471,"FT|FT","Foul","null","null"
"553","Tyler Chatwood",519237,"FT|CU","In play, no out","85.7","-17.81"
"554","Tyler Chatwood",519237,"CU|FT","Ball","null","null"
"556","Tyler Chatwood",596748,"FT|FT","Foul","null","null"
"557","Tyler Chatwood",596748,"FT|FT","In play, no out","95.9","-17.69"
"558","Tyler Chatwood",596748,"FT|FT","Ball","null","null"
"560","Tyler Chatwood",520471,"FT|FT","Ball","null","null"
"561","Tyler Chatwood",520471,"FT|FT","Foul","null","null"
"562","Tyler Chatwood",520471,"FT|FT","Swinging Strike","null","null"
"563","Tyler Chatwood",520471,"FT|FT","In play, out(s)","null","null"
"565","Tyler Chatwood",517370,"FT|FT","Ball","null","null"
"566","Tyler Chatwood",517370,"FT|FT","Foul","null","null"
"567","Tyler Chatwood",517370,"FT|FT","Swinging Strike","null","null"
"568","Tyler Chatwood",517370,"FT|CU","Ball","null","null"
"569","Tyler Chatwood",517370,"CU|FT","Swinging Strike","null","null"
"570","Tyler Chatwood",517370,"FT|FT","In play, run(s)","100.7","29.36"
"572","Tyler Chatwood",546318,"FT|FT","Foul","null","null"
"573","Tyler Chatwood",546318,"FT|FT","Foul Tip","null","null"
"574","Tyler Chatwood",546318,"FT|FT","In play, out(s)","99.9","13.49"
"577","Tyler Chatwood",517370,"FT|FT","Foul","null","null"
"578","Tyler Chatwood",517370,"FT|FT","In play, run(s)","null","null"
"579","Tyler Chatwood",517370,"FT|CH","In play, run(s)","104.1","-7.32"
"580","Tyler Chatwood",517370,"CH|FT","Ball","null","null"
"582","Tyler Chatwood",435622,"FF|FC","Ball","null","null"
"583","Tyler Chatwood",435622,"FC|FC","Called Strike","null","null"
"584","Tyler Chatwood",435622,"FC|FF","Foul","null","null"
"585","Tyler Chatwood",435622,"FF|FF","Swinging Strike","null","null"
"587","Tyler Chatwood",596059,"FF|FF","Foul","null","null"
"588","Tyler Chatwood",596059,"FF|FF","Ball","null","null"
"589","Tyler Chatwood",596059,"FF|FF","Ball","null","null"
"590","Tyler Chatwood",596059,"FF|FF","In play, out(s)","null","null"
"592","Tyler Chatwood",136860,"FT|FF","Called Strike","null","null"
"593","Tyler Chatwood",136860,"FF|FT","Ball","null","null"
"594","Tyler Chatwood",136860,"FT|FF","In play, out(s)","80.7","2.32"
"596","Tyler Chatwood",519048,"FF|FC","Ball","null","null"
"597","Tyler Chatwood",519048,"FC|FF","Swinging Strike","null","null"
"598","Tyler Chatwood",519048,"FF|FT","Called Strike","null","null"
"599","Tyler Chatwood",519048,"FT|FF","Swinging Strike","null","null"
"600","Tyler Chatwood",519048,"FF|FF","Foul","null","null"
"602","Tyler Chatwood",462101,"FF|FC","Swinging Strike","null","null"
"603","Tyler Chatwood",462101,"FC|FC","Ball","null","null"
"604","Tyler Chatwood",462101,"FC|FC","Swinging Strike","null","null"
"606","Tyler Chatwood",608577,"FT|FF","Ball","null","null"
"607","Tyler Chatwood",608577,"FF|FF","Ball","null","null"
"608","Tyler Chatwood",608577,"FF|FF","Called Strike","null","null"
"609","Tyler Chatwood",608577,"FF|FF","In play, no out","72.6","55.27"
"611","Tyler Chatwood",455139,"FF|FF","Ball","null","null"
"612","Tyler Chatwood",455139,"FF|FT","In play, out(s)","81.2","20.4"
"614","Tyler Chatwood",456167,"FF|FC","Ball","null","null"
"615","Tyler Chatwood",456167,"FC|FF","Ball","null","null"
"616","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"617","Tyler Chatwood",456167,"FF|FF","Foul","null","null"
"618","Tyler Chatwood",456167,"FF|FC","Ball In Dirt","null","null"
"619","Tyler Chatwood",456167,"FC|FF","Called Strike","null","null"
"622","Tyler Chatwood",596059,"FF|FF","Called Strike","null","null"
"623","Tyler Chatwood",596059,"FF|FT","In play, out(s)","null","null"
"625","Tyler Chatwood",136860,"FF|CU","Swinging Strike","null","null"
"626","Tyler Chatwood",136860,"CU|FF","Swinging Strike","null","null"
"628","Tyler Chatwood",134181,"FC|FF","Foul","null","null"
"629","Tyler Chatwood",134181,"FF|FT","Ball","null","null"
"630","Tyler Chatwood",134181,"FT|FT","In play, no out","98.7","4.38"
"632","Tyler Chatwood",519048,"FF|FF","In play, out(s)","65.3","-37.67"
"634","Tyler Chatwood",462101,"FT|FT","Ball","null","null"
"635","Tyler Chatwood",462101,"FT|FF","Ball","null","null"
"636","Tyler Chatwood",462101,"FF|FF","Called Strike","null","null"
"637","Tyler Chatwood",462101,"FF|FF","In play, no out","97.8","-14.42"
"639","Tyler Chatwood",608577,"FC|FC","Foul","null","null"
"640","Tyler Chatwood",608577,"FC|FF","Called Strike","null","null"
"641","Tyler Chatwood",608577,"FF|FF","Ball","null","null"
"642","Tyler Chatwood",608577,"FF|FF","Foul","null","null"
"643","Tyler Chatwood",608577,"FF|FF","Ball","null","null"
"644","Tyler Chatwood",608577,"FF|FT","Foul","null","null"
"646","Tyler Chatwood",455139,"FC|FC","In play, run(s)","94.6","46.41"
"647","Tyler Chatwood",455139,"FC|FC","Ball","null","null"
"648","Tyler Chatwood",455139,"FC|FC","Swinging Strike","null","null"
"649","Tyler Chatwood",455139,"FC|FT","Foul","null","null"
"651","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"652","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"653","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"655","Tyler Chatwood",435622,"FF|FT","Swinging Strike","null","null"
"656","Tyler Chatwood",435622,"FT|FT","Called Strike","null","null"
"657","Tyler Chatwood",435622,"FT|FC","Ball","null","null"
"658","Tyler Chatwood",435622,"FC|FC","Foul","null","null"
"660","Tyler Chatwood",596059,"FF|FC","In play, out(s)","98.6","33.94"
"661","Tyler Chatwood",596059,"FC|FT","Called Strike","null","null"
"662","Tyler Chatwood",596059,"FT|FF","Foul","null","null"
"664","Tyler Chatwood",519048,"FF|FF","Ball","null","null"
"665","Tyler Chatwood",519048,"FF|FF","Ball","null","null"
"666","Tyler Chatwood",519048,"FF|FF","Foul","null","null"
"667","Tyler Chatwood",519048,"FF|FF","Ball","null","null"
"668","Tyler Chatwood",519048,"FF|FF","Called Strike","null","null"
"670","Tyler Chatwood",462101,"FF|FC","Ball","null","null"
"671","Tyler Chatwood",462101,"FC|FC","Ball","null","null"
"672","Tyler Chatwood",462101,"FC|FF","In play, out(s)","50.4","6.89"
"674","Tyler Chatwood",608577,"FF|FF","Ball","null","null"
"675","Tyler Chatwood",608577,"FF|FF","Ball In Dirt","null","null"
"676","Tyler Chatwood",608577,"FF|FF","Foul","null","null"
"677","Tyler Chatwood",608577,"FF|FF","Foul","null","null"
"679","Tyler Chatwood",134181,"CU|FC","Ball","null","null"
"680","Tyler Chatwood",134181,"FC|FT","In play, out(s)","null","null"
"682","Tyler Chatwood",136860,"FT|FT","In play, out(s)","93.9","-32.49"
"684","Tyler Chatwood",134181,"FC|FF","In play, out(s)","null","null"
"685","Tyler Chatwood",134181,"FF|FT","Ball","null","null"
"686","Tyler Chatwood",134181,"FT|FT","Foul","null","null"
"687","Tyler Chatwood",134181,"FT|FF","Ball","null","null"
"688","Tyler Chatwood",134181,"FF|FT","Swinging Strike","null","null"
"690","Tyler Chatwood",400284,"FF|FF","In play, no out","82.2","18.7"
"691","Tyler Chatwood",400284,"FF|FT","Called Strike","null","null"
"693","Tyler Chatwood",608369,"FF|FF","Ball","null","null"
"694","Tyler Chatwood",608369,"FF|FT","Called Strike","null","null"
"695","Tyler Chatwood",608369,"FT|FT","Ball","null","null"
"696","Tyler Chatwood",608369,"FT|FC","Swinging Strike","null","null"
"698","Tyler Chatwood",457759,"FT|FT","Ball","null","null"
"699","Tyler Chatwood",457759,"FT|FT","Foul Tip","null","null"
"700","Tyler Chatwood",457759,"FT|FT","Swinging Strike","null","null"
"702","Tyler Chatwood",502210,"FF|FF","Foul","null","null"
"703","Tyler Chatwood",502210,"FF|FF","In play, out(s)","71.2","5.08"
"704","Tyler Chatwood",502210,"FF|FF","Called Strike","null","null"
"706","Tyler Chatwood",408236,"FC|FC","Foul","null","null"
"707","Tyler Chatwood",408236,"FC|CU","Called Strike","null","null"
"708","Tyler Chatwood",408236,"CU|FF","Foul","null","null"
"709","Tyler Chatwood",408236,"FF|FF","In play, out(s)","81.6","27.21"
"711","Tyler Chatwood",518735,"FF|FT","Ball","null","null"
"712","Tyler Chatwood",518735,"FT|FF","In play, no out","89.1","14.42"
"714","Tyler Chatwood",435062,"FC|FC","Swinging Strike","null","null"
"715","Tyler Chatwood",435062,"FC|FF","Called Strike","null","null"
"716","Tyler Chatwood",435062,"FF|FT","Foul","null","null"
"718","Tyler Chatwood",592626,"FF|FF","Ball","null","null"
"720","Tyler Chatwood",628317,"FF|FC","Ball","null","null"
"722","Tyler Chatwood",400284,"CU|CU","Ball","null","null"
"724","Tyler Chatwood",608369,"FF|FF","Ball","null","null"
"725","Tyler Chatwood",608369,"FF|FF","In play, out(s)","94","30.85"
"727","Tyler Chatwood",457759,"FT|FT","Ball","null","null"
"729","Tyler Chatwood",502210,"FT|CH","Foul","null","null"
"730","Tyler Chatwood",502210,"CH|FF","Ball","null","null"
"731","Tyler Chatwood",502210,"FF|FT","Called Strike","null","null"
"732","Tyler Chatwood",502210,"FT|FF","Ball","null","null"
"733","Tyler Chatwood",502210,"FF|FF","Ball","null","null"
"734","Tyler Chatwood",502210,"FF|FF","Ball","null","null"
"736","Tyler Chatwood",408236,"FT|FT","Ball","null","null"
"738","Tyler Chatwood",518735,"FF|FF","Swinging Strike (Blocked)","null","null"
"739","Tyler Chatwood",518735,"FF|FF","Swinging Strike","null","null"
"741","Tyler Chatwood",592626,"FF|FF","Called Strike","null","null"
"742","Tyler Chatwood",592626,"FF|FC","Ball In Dirt","null","null"
"743","Tyler Chatwood",592626,"FC|CH","Foul","null","null"
"744","Tyler Chatwood",592626,"CH|FT","Called Strike","null","null"
"745","Tyler Chatwood",592626,"FT|FC","Ball","null","null"
"746","Tyler Chatwood",592626,"FC|FF","Ball","null","null"
"750","Tyler Chatwood",457759,"FC|FC","Ball","null","null"
"751","Tyler Chatwood",457759,"FC|FF","Ball","null","null"
"752","Tyler Chatwood",457759,"FF|FC","Called Strike","null","null"
"753","Tyler Chatwood",457759,"FC|FT","In play, no out","100.9","33.68"
"755","Tyler Chatwood",502210,"FF|FT","Called Strike","null","null"
"756","Tyler Chatwood",502210,"FT|FF","Foul","null","null"
"757","Tyler Chatwood",502210,"FF|FF","Ball","null","null"
"758","Tyler Chatwood",502210,"FF|CH","In play, out(s)","81.5","50.71"
"759","Tyler Chatwood",502210,"CH|FT","Ball","null","null"
"760","Tyler Chatwood",502210,"FT|FC","Foul","null","null"
"761","Tyler Chatwood",502210,"FC|FF","Foul","null","null"
"762","Tyler Chatwood",502210,"FF|CU","Ball In Dirt","null","null"
"764","Tyler Chatwood",408236,"FT|FT","Ball","null","null"
"765","Tyler Chatwood",408236,"FT|FT","In play, no out","99.5","-6.06"
"767","Tyler Chatwood",518735,"FF|FT","Called Strike","null","null"
"768","Tyler Chatwood",518735,"FT|CH","In play, run(s)","109.8","14.74"
"769","Tyler Chatwood",518735,"CH|FF","Ball","null","null"
"772","Tyler Chatwood",592626,"FT|FF","Foul","null","null"
"773","Tyler Chatwood",592626,"FF|FF","Ball","null","null"
"774","Tyler Chatwood",592626,"FF|FT","Ball","null","null"
"775","Tyler Chatwood",592626,"FT|FF","Ball","null","null"
"776","Tyler Chatwood",592626,"FF|FT","Swinging Strike","null","null"
"778","Tyler Chatwood",628317,"FF|FF","Ball","null","null"
"779","Tyler Chatwood",628317,"FF|FF","Ball","null","null"
"780","Tyler Chatwood",628317,"FF|FF","Ball","null","null"
"781","Tyler Chatwood",628317,"FF|FF","Called Strike","null","null"
"783","Tyler Chatwood",400284,"FT|FT","Foul","null","null"
"784","Tyler Chatwood",400284,"FT|FT","Ball","null","null"
"785","Tyler Chatwood",400284,"FT|FF","Called Strike","null","null"
"787","Tyler Chatwood",608369,"FF|FT","In play, out(s)","96.2","37.09"
"788","Tyler Chatwood",608369,"FT|FF","Foul","null","null"
"789","Tyler Chatwood",608369,"FF|FF","Foul Tip","null","null"
"791","Tyler Chatwood",400284,"FT|CH","In play, out(s)","67.3","11.22"
"792","Tyler Chatwood",400284,"CH|FT","Ball","null","null"
"795","Tyler Chatwood",434158,"FT|FT","Ball","null","null"
"796","Tyler Chatwood",434158,"FT|FT","Ball","null","null"
"797","Tyler Chatwood",434158,"FT|FT","Called Strike","null","null"
"798","Tyler Chatwood",434158,"FT|FF","Foul","null","null"
"799","Tyler Chatwood",434158,"FF|FF","Foul","null","null"
"800","Tyler Chatwood",434158,"FF|FT","Ball","null","null"
"802","Tyler Chatwood",518595,"FT|FT","In play, out(s)","70.5","-23.68"
"804","Tyler Chatwood",493316,"FT|FT","Ball","null","null"
"805","Tyler Chatwood",493316,"FT|FT","In play, out(s)","55.9","3.13"
"807","Tyler Chatwood",425766,"FT|CU","Ball","null","null"
"808","Tyler Chatwood",425766,"CU|FF","In play, run(s)","98.9","33.61"
"811","Tyler Chatwood",527038,"FT|FT","Ball In Dirt","null","null"
"812","Tyler Chatwood",527038,"FT|FC","Called Strike","null","null"
"813","Tyler Chatwood",527038,"FC|FT","Swinging Strike","null","null"
"815","Tyler Chatwood",624424,"CU|FF","Ball","null","null"
"816","Tyler Chatwood",624424,"FF|FF","Ball","null","null"
"817","Tyler Chatwood",624424,"FF|FF","Ball","null","null"
"819","Tyler Chatwood",571927,"FT|FT","Ball In Dirt","null","null"
"820","Tyler Chatwood",571927,"FT|FT","Ball In Dirt","null","null"
"821","Tyler Chatwood",571927,"FT|FF","Ball","null","null"
"822","Tyler Chatwood",571927,"FF|FF","Called Strike","null","null"
"823","Tyler Chatwood",571927,"FF|FT","Ball","null","null"
"825","Tyler Chatwood",434158,"CU|FF","Ball","null","null"
"826","Tyler Chatwood",434158,"FF|FF","Ball In Dirt","null","null"
"827","Tyler Chatwood",434158,"FF|FT","Called Strike","null","null"
"828","Tyler Chatwood",434158,"FT|FF","In play, out(s)","null","null"
"830","Tyler Chatwood",518595,"FC|FT","Called Strike","null","null"
"831","Tyler Chatwood",518595,"FT|FT","Called Strike","null","null"
"833","Tyler Chatwood",493316,"FT|FT","In play, out(s)","83","28.23"
"835","Tyler Chatwood",425766,"CU|CH","Called Strike","null","null"
"836","Tyler Chatwood",425766,"CH|FT","In play, out(s)","null","null"
"838","Tyler Chatwood",435522,"CU|FT","Foul","null","null"
"839","Tyler Chatwood",435522,"FT|FF","Ball","null","null"
"840","Tyler Chatwood",435522,"FF|FT","Ball","null","null"
"841","Tyler Chatwood",435522,"FT|CU","In play, out(s)","100.5","7.43"
"843","Tyler Chatwood",527038,"FC|FC","Ball","null","null"
"844","Tyler Chatwood",527038,"FC|FC","Ball","null","null"
"845","Tyler Chatwood",527038,"FC|FF","Called Strike","null","null"
"846","Tyler Chatwood",527038,"FF|FF","Called Strike","null","null"
"847","Tyler Chatwood",527038,"FF|FT","Swinging Strike","null","null"
"849","Tyler Chatwood",452678,"CU|CH","Foul Bunt","null","null"
"850","Tyler Chatwood",452678,"CH|CH","In play, out(s)","67.2","59.3"
"852","Tyler Chatwood",624424,"FT|FF","Foul","null","null"
"853","Tyler Chatwood",624424,"FF|FT","Ball","null","null"
"854","Tyler Chatwood",624424,"FT|FT","Foul","null","null"
"855","Tyler Chatwood",624424,"FT|FC","Ball","null","null"
"856","Tyler Chatwood",624424,"FC|CU","Foul","null","null"
"857","Tyler Chatwood",624424,"CU|FT","Ball","null","null"
"858","Tyler Chatwood",624424,"FT|FC","Foul","null","null"
"859","Tyler Chatwood",624424,"FC|FT","Foul","null","null"
"860","Tyler Chatwood",624424,"FT|FC","Foul","null","null"
"861","Tyler Chatwood",624424,"FC|CH","Ball","null","null"
"863","Tyler Chatwood",571927,"FT|FT","Called Strike","null","null"
"864","Tyler Chatwood",571927,"FT|FC","Ball In Dirt","null","null"
"865","Tyler Chatwood",571927,"FC|FT","In play, out(s)","null","null"
"867","Tyler Chatwood",434158,"CU|FF","Ball","null","null"
"868","Tyler Chatwood",434158,"FF|FT","In play, out(s)","97.9","16.03"
"871","Tyler Chatwood",425766,"CH|CH","Ball","null","null"
"872","Tyler Chatwood",425766,"CH|FF","Foul","null","null"
"873","Tyler Chatwood",425766,"FF|FT","In play, no out","105","-0.37"
"875","Tyler Chatwood",435522,"FT|FF","Foul","null","null"
"876","Tyler Chatwood",435522,"FF|FF","Ball","null","null"
"877","Tyler Chatwood",435522,"FF|FF","Foul","null","null"
"878","Tyler Chatwood",435522,"FF|FF","Ball In Dirt","null","null"
"879","Tyler Chatwood",435522,"FF|FT","In play, out(s)","100.6","-8.25"
"881","Tyler Chatwood",527038,"FT|FT","Foul","null","null"
"882","Tyler Chatwood",527038,"FT|FT","Ball","null","null"
"883","Tyler Chatwood",527038,"FT|FT","Ball","null","null"
"884","Tyler Chatwood",527038,"FT|FT","Ball","null","null"
